1331,Pro Edition,168
1332,sd,168
1333,SE,168
1334,SE Edition Exclusive,168
1335,SE Edition Premium,168
1336,si,168
1337,Sport,168
1338,xLine,168
1339,Competition,169
1340,i,169
1341,20d,170
1342,30d,170
1343,35d,170
1344,M Sport,170
1345,M Sport X,170
1346,M40d,170
1347,M40i,170
1348,MHT,170
1349,SE,170
1350,Sport,170
1351,xLine,170
1352,Competition,171
1353,i,171
1354,10-Year Edition,172
1355,25d,172
1356,30d,172
1357,30i,172
1358,35d,172
1359,40d,172
1360,40e,172
1361,40i,172
1362,45e,172
1363,50e,172
1364,50i V8,172
1365,Black Vermilion Edition,172
1366,d,172
1367,i,172
1368,i V8,172
1369,iS V8,172
1370,Le Mans Blue Sport Edition,172
1371,M Sport,172
1372,M50d,172
1373,M50i V8,172
1374,M60i,172
1375,MHT,172
1376,sd,172
1377,SE,172
1378,si,172
1379,Sport,172
1380,Sport Exclusive Edition,172
1381,xLine,172
1382,BiTurbo V8,173
1383,Competition,173
1384,First Edition,173
1385,i V8,173
1386,30d,174
1387,35d,174
1388,35i,174
1389,40d,174
1390,40i,174
1391,50i V8,174
1392,Black Vermilion Edition,174
1393,M Sport,174
1394,M50d,174
1395,M50i V8,174
1396,M60i V8,174
1397,MHT,174
1398,SE,174
1399,BiTurbo V8,175
1400,Competition,175
1401,i V8,175
1402,30d,176
1403,40d,176
1404,40i,176
1405,Excellence,176
1406,M Sport,176
1407,M50d,176
1408,M50i V8,176
1409,M60i V8,176
1410,MHT,176
1411,50e,177
1412,Label,177
1413,Label Red,177
1414,Label Red Edition,177
1415,i,178
1416,Sport,178
1417,18i,179
1418,20i,179
1419,23i,179
1420,28i,179
1421,30i,179
1422,35i,179
1423,35is,179
1424,Edition Sport,179
1425,First Edition,179
1426,Handschalter,179
1427,Highline Edition,179
1428,i,179
1429,M Sport,179
1430,M Sport Highline Edition,179
1431,M40i,179
1432,SE,179
1433,si,179
1434,Sport,179
1435,i,180
1436,V8,181
1437,Comfort,182
1438,Design,182
1439,Active,183
1440,Boost,183
1441,Comfort,183
1442,Design,183
1443,Design,184
1444,Excellence,184
1445,Boost,185
1446,Comfort,185
1447,Design,185
1448,DM-i,185
1449,Comfort,186
1450,Design,186
1451,Excellence,186
1452,Sport Luxury,187
1453,Sport Luxury,188
1454,Sport Luxury,189
1455,270,190
1456,420,190
1457,360 R,190
1458,360 S,190
1459,420 R,190
1460,420 S,190
1461,620 R,190
1462,620 S,190
1463,K-Series Super Sport,190
1464,Roadsport,190
1465,Superlight R300,190
1466,Superlight R500,190
1467,Ti-VCT,190
1468,LS,191
1469,LT,191
